Mean488,Mean560,Cell Status
1000.15,339.33,Live
1534.31,5297.8,Live
1485.71,1439.16,Live
18374.93,353.18,Live
2744.65,1627.72,Live
7207.6,383.44,Live
2032.72,2421.67,Live
1501.64,430.04,Live
15526.45,326.88,Live
4262.14,362.81,Live
1760.8,1728.66,Live
1506.21,2532.88,Live
19820.2,341.07,Live
1648.94,1016.37,Live
932.84,1976,Live
9237.88,422.32,Live
16493.16,556.55,Live
955.35,338.33,Live
1988.36,381.43,Live
1834.26,2594.21,Live
13368.34,298.97,Live
21656.11,332.3,Live
1425.01,1333.58,Live
945.93,335.44,Live
16670.96,332.18,Live
2454.65,1590.1,Live
1225.71,335.51,Live
17224.56,317.32,Live
944.36,395.76,Live
17411.41,313.16,Live
20711.27,346.63,Live
11629.75,288,Live
11809.64,329.23,Live
1699.04,1319.88,Live
3227.99,378.69,Live
31342.43,346.4,Live
7053.92,325,Live
14444.77,325.02,Live
1175.08,400.69,Live
1762.23,614.83,Live
20133.44,318.99,Live
1382.52,1358.72,Live
918.58,1563.54,Live
15579.42,297.18,Live
16163.9,324.88,Live
16571.52,304.1,Live
1218.39,432.7,Live
1700.32,433.29,Live
16872.45,325.39,Live
1918.37,495.77,Live
31121.64,340.1,Live
25749.79,355.36,Live
1102.84,380.04,Live
4569.28,361.21,Live
1910.07,965.79,Live
1551.92,3320.48,Live
3579.41,8839.06,Live
2771.94,5948.04,Live
867.44,305.85,Live
1644.7,2103.37,Live
1156.71,416.64,Live
8623.53,343.86,Live
905.28,305.95,Live
7331.44,320.53,Live
1191.92,414.2,Live
1344.28,370,Live
1819.65,4563.55,Live
2425.27,3330.86,Live
24778.2,309.46,Live
1599.23,421,Live
17021.66,300.9,Live
952.37,347.08,Live
15139.68,320.07,Live
21235.13,294.82,Live
1256.15,433.91,Live
1591.28,332.48,Live
20273.36,284.44,Live
1738.93,1061.84,Live
17055.1,301.82,Live
1046.36,358.51,Live
1351.24,629.4,Live
18414.47,370.6,Live
24502.86,330.56,Live
25609,344.57,Live
1594.97,4115.26,Live
15812.42,344.33,Live
2107.44,4810.97,Live
19243.4,307.67,Live
19012.59,317.64,Live
21749.94,307.14,Live
1788.76,386.34,Live
1140,386.91,Live
24222.89,510.56,Live
12440.9,463.77,Live
20820.52,560.93,Live
1240.75,423.4,Live
1076.44,1272.24,Live
10823.72,287.78,Live
2003.55,1008.5,Live
1149.59,3704.52,Live
22765.47,354.05,Live
2190.56,712.06,Live
18522.16,285.74,Live
14920.96,298.79,Live
1461.27,912.34,Live
1360.92,1020.47,Live
1724.59,1114.28,Live
9940.37,329.75,Live
1337.63,590.62,Live
1375.27,380.52,Live
1314.17,1349.03,Live
23974.37,313.12,Live
14649.88,282.85,Live
9086.75,292.84,Live
923.07,307.62,Live
25175.82,346.87,Live
1676.08,336.3,Live
1462.98,489.86,Live
955.08,357.28,Live
924.75,314.3,Live
17174.28,420.68,Live
570.05,4697,Dead
813.85,9586.8,Dead
723.02,7016,Dead
600.77,5590.12,Dead
726.33,7122.84,Dead
824.6,7445.03,Dead
735.36,9723.71,Dead
941.74,6405.16,Dead
539.16,5221.61,Dead
655.14,6225.16,Dead
708.57,5239.76,Dead
854.48,318.27,Dead
573.32,5826.41,Dead
707.59,4937.72,Dead
575.17,4923.53,Dead
557.83,4714.56,Dead
631.48,6412.72,Dead
595.29,3246.68,Dead
803.23,13417.6,Dead
747.29,5969.14,Dead
544.23,4874.72,Dead
647.74,5634.91,Dead
681.03,280.49,Dead
584.23,5844.64,Dead
597.44,5499.45,Dead
566.73,5958.12,Dead
519.52,3517.36,Dead
565.17,5263.64,Dead
711.1,5227.26,Dead
819.93,6491.49,Dead
592.25,5600.12,Dead
618.27,5313.49,Dead
639.01,3822.23,Dead
781.96,341.66,Dead
787.55,6146.2,Dead
631.15,4738.72,Dead
708.52,9793.96,Dead
969.7,8641.98,Dead
695.47,8193.25,Dead
601.96,4726.62,Dead
786.95,8497.23,Dead
594.98,5043.55,Dead
1188.57,298.24,Dead
731.68,3111.26,Dead
538.87,3516.49,Dead
640.8,5528.56,Dead
813.65,6505.7,Dead
621.57,5023.17,Dead
564.11,5278.37,Dead
587.14,5336.96,Dead
844.64,4189.91,Dead
846.26,7231.7,Dead
468.38,237.56,Dead
807.19,4317.44,Dead
578.92,5174.72,Dead
631.05,5587.94,Dead
704.29,5703.53,Dead
543.28,255.8,Dead
670.17,5383.38,Dead
687.06,5367.32,Dead
688.35,6691.67,Dead
663.65,3271.72,Dead
602.12,3800.14,Dead
666.19,9197.17,Dead
542.38,4520.46,Dead
655.35,7339,Dead
728.84,7025.79,Dead
605.35,5008.73,Dead
627.09,5867.11,Dead
629.92,4619.56,Dead
602.54,5693.13,Dead
755.85,5431.06,Dead
552.33,4335.73,Dead
705.49,5371.24,Dead
607.37,6302.13,Dead
738.26,7316.82,Dead
780.11,9744.12,Dead
569.31,4993.77,Dead
768.36,6507.73,Dead
606.39,5552.84,Dead
718.38,2449.15,Dead
678.6,6454.02,Dead
669.02,2597.28,Dead
842.22,7519.91,Dead
872.26,6420.02,Dead
617.68,5657.97,Dead
751.52,6625.35,Dead
630.95,6721.79,Dead
789.44,11873.93,Dead
767.06,5959.2,Dead
942.29,8684.63,Dead
963.69,288.39,Dead
778.38,8916.69,Dead
883.4,8838.25,Dead
691.37,5505.75,Dead
631.09,6086.88,Dead
542.76,4028.41,Dead
707.72,333.78,Dead
818.95,7903.94,Dead
671.14,6245.74,Dead
621.04,5704.8,Dead
627.82,5686.61,Dead
606.87,2526.72,Dead
796.83,6954.52,Dead
644.41,5193.1,Dead
590.04,5559.74,Dead
757.59,291.88,Dead
657.72,5537,Dead
912.16,6884.43,Dead
716.51,5280.48,Dead
1025.84,4065.88,Dead
759.38,10926.64,Dead
528.64,3075.18,Dead
715.23,5358.98,Dead
742,6200.32,Dead
824.48,288.45,Dead
847.25,7601.53,Dead
983.56,8360.56,Dead
711.68,6439.83,Dead
816.89,9967,Dead
830.76,305,Dead
714.77,6757.33,Dead
595.45,4570.83,Dead
654.76,4824.98,Dead
913.48,8001.43,Dead
812.68,8799.24,Dead
874.22,6079.7,Dead
640.8,3858.81,Dead
659.94,5201.67,Dead
743.4,5058.85,Dead
698.59,6845.24,Dead
726.92,8433.9,Dead
708.57,274.63,Dead
713.82,5631.41,Dead
574.84,4407.35,Dead
779.24,6178.68,Dead
1047.04,10203.26,Dead
879.12,7681.54,Dead
1139.57,11658.47,Dead
975,10170.54,Dead
817.85,12780.73,Dead
766.73,7425.3,Dead
594.95,4417.96,Dead
1196.44,13507.83,Dead
720.25,6193.2,Dead
658.68,5660.7,Dead
673.04,6341.59,Dead
782.59,8490.7,Dead
664.94,265.95,Dead
679.15,6256.3,Dead
679.44,6360.1,Dead
681.41,5700.32,Dead
873.4,9426.64,Dead
763.48,8132.44,Dead
904.58,9193.43,Dead
861.83,6147.26,Dead
695.86,5235.36,Dead
656.04,4715.01,Dead
797.25,10819.8,Dead
866.46,7408.66,Dead
734.87,4774.05,Dead
773.66,7446.52,Dead
822.42,8729.82,Dead
650.79,3984.99,Dead
695.44,5577.13,Dead
723.3,7662.13,Dead
859.96,9574.2,Dead
803.71,2748.14,Dead
829.64,10118.26,Dead
978.43,10056.98,Dead
888.37,7678.93,Dead
928.82,8511.4,Dead
655.91,7121.47,Dead
795.83,6120.08,Dead
652.62,270.64,Dead
734.21,6177.79,Dead
953.37,8749.15,Dead
866.91,7872.58,Dead
747.88,6895.4,Dead
731.9,7447.96,Dead
922.31,11719.43,Dead
778.54,8469.76,Dead
953.4,5406.96,Dead
890.6,9542.26,Dead
744.7,6094.8,Dead
845.86,8893.56,Dead
927.48,7547.28,Dead
1192.57,15395.83,Dead
990.55,8695.82,Dead
729.97,5778.27,Dead
815.11,10146.22,Dead
802.4,8621.94,Dead
892.19,7665.54,Dead
953.39,12358.79,Dead
786.68,7936.77,Dead
763.59,6812.06,Dead
819.76,9479.32,Dead
837.71,4859.29,Dead
1004.87,11961.95,Dead
698.69,4988.1,Dead
1503.19,405.97,Dead
992.23,9444.19,Dead
905.18,9681.69,Dead
1013.26,9435.39,Dead
1042.07,12946.9,Dead
716.62,6686.33,Dead
865.62,7302.93,Dead
754.03,5590.64,Dead
765.89,7309.47,Dead
810.11,8952.75,Dead
838.47,4899.32,Dead
934.79,8478.58,Dead
728.07,5173.07,Dead
1012.44,10781.8,Dead
910.76,10077.6,Dead
739.64,7178.18,Dead
745.75,3774.48,Dead
1037.47,19335.5,Dead
763.79,5138.97,Dead
677.12,6299.69,Dead
1050.96,10484.33,Dead
834.12,9216.24,Dead
859.32,8065.6,Dead
767.99,6679.05,Dead
750.03,6971.96,Dead
832.6,8790.1,Dead
795.07,6535.12,Dead
756.87,7454.42,Dead
883.08,9903.13,Dead
743.94,6489.25,Dead
824.15,6565.24,Dead
866.05,9809.99,Dead
697.59,6089.75,Dead
757.41,5848.13,Dead
1041.2,17017.65,Dead
715.92,5775.91,Dead
761.8,8700,Dead
947.18,13446.35,Dead
840.23,7005.22,Dead
1024.77,14179.12,Dead
944.32,13236.85,Dead
869.36,12521.32,Dead
746.11,6511.29,Dead
925.68,12289.99,Dead
769.63,7286.2,Dead
840.19,6391.98,Dead
938.47,11483.67,Dead
577.38,303.61,Dead
814.48,6631.82,Dead
782.56,7672.99,Dead
921.32,9226.6,Dead
818.93,6999.16,Dead
787.86,6166.06,Dead
947.12,12831.12,Dead
1067.98,8662.65,Dead
927.08,13053.43,Dead
799.25,6120,Dead
868.06,11090.08,Dead
961.06,11368.05,Dead
943.38,14151.83,Dead
623.83,4064.82,Dead
1111.24,14351.9,Dead
910.89,8012.21,Dead
846.66,6026.35,Dead
1009.99,388.32,Dead
928.03,10317.41,Dead
1132.04,10364.08,Dead
878.31,9330.3,Dead
828.79,8596.68,Dead
564.54,2243.32,Dead
1154.65,10554.03,Dead
772.77,7470.3,Dead
807.83,9065.47,Dead
908.46,7129.83,Dead
843.63,9153.96,Dead
913.33,12287.89,Dead
806,6077.36,Dead
1049.86,8867.35,Dead
900.15,8865.91,Dead
1183.46,5130.95,Dead
1167.19,11251.57,Dead
937.52,6760.17,Dead
781.18,7540.25,Dead
875.73,10357.9,Dead
760.12,6825.94,Dead
814.2,6400.92,Dead
849,5804.82,Dead
1097.2,461.04,Dead
893.16,7558.23,Dead
863.72,9057.27,Dead
760.99,7380.72,Dead
1014.2,8288.72,Dead
828.81,7315.26,Dead
754.96,6331.07,Dead
1364.89,441.55,Dead
840.32,8321.28,Dead
743.24,6598.72,Dead
872.03,8302.55,Dead
1024.92,9538.85,Dead
963.02,10954.26,Dead
1363.2,386.03,Dead
759.9,5560.84,Dead
1079.15,9863.42,Dead
1144.87,15498.93,Dead
1223.92,420.88,Dead
863.36,11519.76,Dead
863.5,8366.98,Dead
755.37,4635.2,Dead
996.52,10540.38,Dead
732,5627.34,Dead
838.5,4324.93,Dead
756.27,4217.16,Dead
774.96,6981.38,Dead
1058.28,14681.36,Dead
766.07,5055.08,Dead
977.17,8753.12,Dead
851.13,8649.87,Dead
1193.41,9680.22,Dead
1097.29,11164.7,Dead
808.65,8609.02,Dead
717.79,307.57,Dead
822.28,7114.51,Dead
989.45,10108.02,Dead
887.95,9397.11,Dead
1155.09,11952.92,Dead
902.6,7116.32,Dead
1062.36,7212.45,Dead
1305.95,9072.95,Dead
987.91,330.8,Dead
789.48,5375.77,Dead
1150.76,12037.64,Dead
1238.02,13343.36,Dead
1239.62,12180.31,Dead
1073.98,4698.14,Dead
1276.53,13772.22,Dead
1058.03,8694.94,Dead
600.76,300.66,Dead
1787.6,18043.8,Dead
1100.89,8415.26,Dead
949.07,11782.2,Dead
1283.04,9074.36,Dead
737.59,345.23,Dead
1018.03,10139.02,Dead
990.66,4775.44,Dead
792.95,7241.45,Dead
1722.07,9335,Dead
835.07,7254.61,Dead
981.31,4057.57,Dead
930.25,7181.95,Dead
1085.27,8564.27,Dead
1205.79,394.63,Dead
787.04,323.53,Dead
984.31,9696.43,Dead
1215.7,12917.19,Dead
792.81,8042.35,Dead
1162.34,11310.42,Dead
938.16,9909.95,Dead
765.43,6093.2,Dead
1046.59,10333.87,Dead
803.35,5305.47,Dead
946.76,6856.63,Dead
892.17,9232.76,Dead
822.11,7986.2,Dead
1776.98,7960.62,Dead
1100.45,11483.76,Dead
904.67,6259.05,Dead
734.75,5585.2,Dead
761.19,6347.52,Dead
1189.8,9940.32,Dead
815.89,8184.16,Dead
784.5,6416.51,Dead
816.06,7374.59,Dead
1018.89,8993.09,Dead
792.32,3802.42,Dead
1157.21,4930.07,Dead
949.23,8640.2,Dead
801.07,7420.59,Dead
912.55,7815.37,Dead
1178.49,11292.71,Dead
874.13,7118.07,Dead
1115.67,14923.06,Dead
1201.88,8136.13,Dead
1024.39,9796.49,Dead
1189.84,11169.98,Dead
1017.84,8568.46,Dead
734.93,5449.79,Dead
831.53,6736.72,Dead
1017.55,8163.86,Dead
805.25,6827.24,Dead
962.32,8462.39,Dead
695.77,4384.49,Dead
1235.7,12890.02,Dead
843.02,7501.97,Dead
1135.92,11212.85,Dead
819.27,7184.47,Dead
780.13,6429.07,Dead
799.82,6902.19,Dead
915.28,8775.73,Dead
851.87,7107.45,Dead
773.48,5938.27,Dead
1028.21,10471.16,Dead
802.39,4562.51,Dead
973.13,5974.35,Dead
758.36,5512.29,Dead
779.76,305.77,Dead
903.78,7785.04,Dead
799.73,4815.01,Dead
927.11,342.62,Dead
787.56,8227.41,Dead
1368.92,8777.35,Dead
697.62,5626.3,Dead
925.6,8988.81,Dead
818.52,5353.38,Dead
931.48,7558.34,Dead
1033.58,9853.76,Dead
1081.82,13694.85,Dead
856.81,6953.25,Dead
1059.12,8761.37,Dead
863.7,6403.57,Dead
1139.76,13959.64,Dead
883.92,7604.79,Dead
786.77,313.2,Dead
924.28,8203.67,Dead
942.5,9194.03,Dead
818.97,9038.72,Dead
1010.22,9220.19,Dead
928.23,8393.88,Dead
1036.66,11229.63,Dead
1170.86,361.08,Dead
1389.47,417.84,Dead
1159.39,11954.38,Dead
1022.56,7480.52,Dead
850.81,7177.04,Dead
830.35,6963.88,Dead
814.4,5459.35,Dead
958.08,9624.9,Dead
816.53,5203.2,Dead
802.32,5761.62,Dead
1029.78,12198.09,Dead
1066.49,11932.71,Dead
821.65,3873.33,Dead
914.35,8940.97,Dead
858.07,6171.83,Dead
743.68,5505.44,Dead
1021.48,13447.22,Dead
1317.55,372.09,Dead
982.35,7674,Dead
983.7,9428.2,Dead
839.84,309.82,Dead
900.2,6447.44,Dead
938.41,321.68,Dead
1142.1,15758.45,Dead
726.17,5515.96,Dead
1102.52,8544.18,Dead
870.44,8370.99,Dead
831.75,6393.42,Dead
1126.75,335.24,Dead
1119.48,8526.86,Dead
862.69,6369.33,Dead
895.35,6941.32,Dead
873.01,7557.56,Dead
1767.01,414.55,Dead
1189.89,3913.43,Dead
844.53,306.49,Dead
1047.6,3591.42,Dead
1712.92,395.57,Dead
1186.29,9442.5,Dead
1682.52,390.83,Dead
896.5,8923.16,Dead
874.02,7177.05,Dead
1058.14,5643.32,Dead
944.08,6715.56,Dead
605.32,261.92,Dead
1041.52,9879.54,Dead
1023.1,9109.98,Dead
1382.3,358.68,Dead
1286.78,13148.36,Dead
689.78,2449.27,Dead
1254.51,332.04,Dead
1159.76,13591.4,Dead
1194.16,12645.12,Dead
1434.36,513.97,Dead
725.92,3550.09,Dead
1208.88,13324.95,Dead
861,7747.42,Dead
732.15,273.48,Dead
1046.55,14294.94,Dead
1339.62,13546.37,Dead
1110.48,16877.36,Dead
751.5,374.24,Dead
826.16,8928.87,Dead
997.28,4220.48,Dead
920.65,7310.52,Dead
1280.6,10010.63,Dead
808.45,284.47,Dead
1173.36,18695.4,Dead
1025.08,5984.68,Dead
924.31,8328.27,Dead
1378.3,348.28,Dead
1269.56,11225.76,Dead
912.91,7967.99,Dead
1061.59,7608.31,Dead
1197.41,10007.86,Dead
958.72,8403.56,Dead
1270.16,11097.63,Dead
597.85,371.93,Dead
783.4,6336.93,Dead
925.68,7732.01,Dead
1653.98,665.24,Dead
1021.32,14461.69,Dead
1053.44,14690.04,Dead
1284.8,356.06,Dead
1075.92,17133.83,Dead
908.12,8566.28,Dead
1167.39,12302.53,Dead
1046.12,15367.64,Dead
807.75,5294.58,Dead
1021.33,12651.94,Dead
645.13,482.29,Dead
1150.76,11364.41,Dead
856.14,8618.06,Dead
550.64,281.02,Dead
1214.66,8509.72,Dead
774.55,6070.21,Dead
1017.69,298.13,Dead
1605.27,369.33,Dead
606.3,292.71,Dead
1051.09,8857.62,Dead
1106.96,10454.29,Dead
1463.51,514.57,Dead
913.29,9329.38,Dead
913.72,7958.12,Dead
1014.79,12499.94,Dead
1195.21,12282.28,Dead
939.17,7407.23,Dead
1348.04,14519.83,Dead
1210.22,14659.88,Dead
743.48,4827.42,Dead
945.41,8532.48,Dead
944.47,7831.64,Dead
1079.97,4328.49,Dead
886.27,8933.8,Dead
887.2,9693.4,Dead
1150.27,9835.64,Dead
1274.6,6334.56,Dead
967.93,3944.02,Dead
859.73,9506.96,Dead
847.84,6640.41,Dead
1021.39,12767.8,Dead
1105.4,328.77,Dead
1022.04,9330.42,Dead
1107.72,9523.57,Dead
1094.77,14396.19,Dead
977.06,10687.91,Dead
1321.94,16487.26,Dead
954.11,13119.81,Dead
1707.91,7998.38,Dead
950.91,8814.41,Dead
771.67,306.49,Dead
1168.71,11836.13,Dead
829.05,6285.77,Dead
729.56,5702.98,Dead
980.81,9707.73,Dead
866.23,8025.88,Dead
1012.1,6552.96,Dead
842.39,6032.28,Dead
1085.16,9634.66,Dead
1096.09,9742.98,Dead
1089.04,7279.2,Dead
1016.51,12385.46,Dead
817.98,7912.18,Dead
893.66,7389.56,Dead
742.72,6481.9,Dead
921.19,9192.71,Dead
832.73,6240.3,Dead
812.08,2483.52,Dead
1279.76,11595.02,Dead
1064.43,11511.28,Dead
736.13,5434.41,Dead
844.66,3409.06,Dead
1227.26,13213.04,Dead
1267.54,11073.82,Dead
824.18,6879.98,Dead
779.64,6214.34,Dead
867.8,8028.84,Dead
737.13,6254.87,Dead
1065.17,15715.7,Dead
865.24,6932.18,Dead
1126.59,10083.98,Dead
877.63,9607,Dead
1013.84,11042.58,Dead
879.4,6270.77,Dead
1503.64,4830.97,Dead
744.88,5713.05,Dead
739.05,5536.2,Dead
888.42,7498.24,Dead
1001.21,8956.28,Dead
981.2,4313.82,Dead
1261.19,15710.97,Dead
1079.19,8029.8,Dead
1166.6,11477.4,Dead
661.04,11058.99,Dead
843.88,307.07,Dead
1123.24,5730.55,Dead
537.72,4299.92,Dead
706.49,10183.77,Dead
649.52,258.9,Dead
558.6,828.09,Dead
499.56,5847.85,Dead
658.25,7784.9,Dead
579.51,7503.96,Dead
444.77,223.57,Dead
609.16,9553.21,Dead
622.57,8714.28,Dead
616.39,7394.43,Dead
566.49,6594.28,Dead
641.69,264.6,Dead
749.18,6257.74,Dead
603.64,244.76,Dead
638.47,8729.61,Dead
618.53,7130.13,Dead
659.3,245.36,Dead
668.64,7843.49,Dead
860.1,10259.68,Dead
546.41,3347.08,Dead
722.75,8767.66,Dead
556.28,7172.22,Dead
606.75,4747.06,Dead
580.03,8282.35,Dead
892.98,293.79,Dead
582.92,6578.54,Dead
656.92,10301.29,Dead
613.56,261.92,Dead
614.81,8244.06,Dead
912.59,286.63,Dead
747.79,7962.88,Dead
801.86,7418.71,Dead
686.01,8129.26,Dead
616.17,9269.97,Dead
587.2,9037.38,Dead
823.95,11183.65,Dead
600.84,8261.85,Dead
608.52,8384.53,Dead
690.99,10430.1,Dead
614.23,8548.59,Dead
540.46,3906.62,Dead
584.2,8548.64,Dead
572.41,6411.88,Dead
602.85,239.6,Dead
616.94,7298.1,Dead
651.61,10789.12,Dead
735.8,12012.32,Dead
624.2,3545.84,Dead
1285.97,332.44,Dead
786.4,15859.91,Dead
884.2,5176.8,Dead
426.03,560.12,Dead
1360.62,7786.61,Dead
708.42,8966.44,Dead
696.37,9655.34,Dead
641.22,9632.32,Dead
721.81,9111.99,Dead
687.34,264.21,Dead
634.46,9833.23,Dead
687.83,10354.14,Dead
793.22,285.24,Dead
652.49,10030.45,Dead
674.06,8505,Dead
1512.34,9949.69,Dead
628.75,7053.42,Dead
660.31,4365.95,Dead
684.03,11694.12,Dead
587.65,6203.55,Dead
571.02,4509.56,Dead
617.17,5347.57,Dead
774.92,15230.52,Dead
628.48,8873.44,Dead
742.13,10256.31,Dead
590.2,5922.4,Dead
730.64,10081.64,Dead
668.8,8771.47,Dead
689.38,12075.83,Dead
919.1,8957.24,Dead
631.15,8295.73,Dead
785.33,11208.29,Dead
731.31,10390.12,Dead
594.24,6199.87,Dead
681.25,10467.04,Dead
769.02,13446.2,Dead
774.31,10216.75,Dead
683.97,7851.08,Dead
632,6979.37,Dead
949.39,6725.43,Dead
886.4,272.12,Dead
448.35,249.11,Dead
648.96,8171.87,Dead
602.27,7410.61,Dead
944.95,19618.72,Dead
1006.29,320.06,Dead
731.15,9019.2,Dead
672.28,8649.14,Dead
777,4930.9,Dead
720.63,292.52,Dead
695.48,9191.98,Dead
645.74,7304.98,Dead
697.55,3352.12,Dead
634.64,247.16,Dead
725.66,10643.16,Dead
681.71,9714.88,Dead
659.71,6548.49,Dead
663.6,8150.35,Dead
696.17,9060.37,Dead
845.3,314.85,Dead
669.94,273.4,Dead
813.87,15721.16,Dead
768.4,13516.2,Dead
642.88,7767.95,Dead
714.33,10958.67,Dead
819.03,15663.84,Dead
970.8,13807.33,Dead
687.81,12110.2,Dead
800.8,9781.16,Dead
1096.8,313.85,Dead
810.05,13644.15,Dead
654.9,9591.2,Dead
828.16,11447.08,Dead
773.38,10844.11,Dead
674.63,265.94,Dead
776.83,292.08,Dead
748.64,262.57,Dead
651.45,9331.14,Dead
690.69,8856.56,Dead
661.64,8502.33,Dead
973.73,10351.65,Dead
556.8,242.56,Dead
842.59,306.2,Dead
689.43,9251.64,Dead
708.22,7597.92,Dead
762.53,12031.74,Dead
785.3,11376.03,Dead
699.1,9068.52,Dead
717.72,8530.47,Dead
1057.72,6883.81,Dead
660.66,9439.77,Dead
655.32,8637.77,Dead
772.97,11150.57,Dead
709.2,11388.1,Dead
460.5,2990.34,Dead
753.92,10007.19,Dead
531.81,268.21,Dead
657.84,9147.29,Dead
717.25,10243.9,Dead
681.81,9084.26,Dead
756.04,11603.94,Dead
730.41,10468.04,Dead
973.89,5663.27,Dead
644.26,9299.21,Dead
673.85,8910.96,Dead
750.13,10065.87,Dead
647.83,7889.88,Dead
718.23,10296.63,Dead
745.24,10898.55,Dead
625.91,7083.5,Dead
693.95,7702.08,Dead
711.93,10204.71,Dead
712.76,10008.72,Dead
742.29,9514.16,Dead
635.44,8057.24,Dead
785.52,9176.2,Dead
778.73,10355.51,Dead
729.83,5899.22,Dead
1231.09,319.84,Dead
685.42,3676.85,Dead
774.08,11664.04,Dead
678.47,9380.14,Dead
660.68,9038.14,Dead
483.52,2665.51,Dead
665.98,267.48,Dead
552.33,252.44,Dead
716.5,11123.57,Dead
726.56,6750.78,Dead
695.2,9602.13,Dead
668.6,8242.87,Dead
718.1,8944.94,Dead
799.41,13364.6,Dead
722.96,9028.14,Dead
1092.15,325.76,Dead
783.02,11430.84,Dead
1060.21,16417.07,Dead
829.07,11355.16,Dead
792.73,10989.15,Dead
676.63,8852.12,Dead
731.49,6028.16,Dead
857.16,11434.8,Dead
735.45,8940.1,Dead
702.81,6222.11,Dead
716.57,8735.25,Dead
917.89,11156.88,Dead
792.55,10991.1,Dead
731.46,11100.52,Dead
696.58,7039.44,Dead
651.92,277.32,Dead
706.03,8880.05,Dead
791.76,7812.81,Dead
797.08,10272.4,Dead
1014.22,506.13,Dead
776.72,10862.86,Dead
1024,305.13,Dead
1419.89,576.46,Dead
804.48,9113.17,Dead
772.4,9534.23,Dead
916.99,7689.81,Dead
693.16,3562.25,Dead
809.08,11133.32,Dead
783.25,8710.8,Dead
740.82,8824.01,Dead
752.16,11270.73,Dead
726.62,5827.71,Dead
526.95,250.73,Dead
742.22,4961.9,Dead
904.75,11525.54,Dead
706.31,9543.81,Dead
511.93,1428.87,Dead
653.68,9184.31,Dead
895.01,9507.54,Dead
1321.55,307.16,Dead
815.64,9207.32,Dead
1301.31,9884.01,Dead
674.87,7792.97,Dead
1015.32,311.63,Dead
860.72,8576.24,Dead
799.39,11591.75,Dead
686.62,9692.08,Dead
811.8,9873.75,Dead
737.92,8879.24,Dead
879.52,11664.42,Dead
703.16,9997.37,Dead
733.78,10115.47,Dead
885.67,8908.88,Dead
693.29,7139.35,Dead
860.36,12985.28,Dead
834.61,12029.35,Dead
795.64,10906.84,Dead
843.86,12174.22,Dead
792.68,9896.35,Dead
914.36,11571.14,Dead
893.17,13842.23,Dead
787.06,10002.74,Dead
805.62,6015.93,Dead
743.27,10874.05,Dead
740.59,10350.03,Dead
823.24,11433.56,Dead
639.16,280.4,Dead
788.85,10487.8,Dead
734.46,8129.35,Dead
1353.41,326.68,Dead
720.43,9809.1,Dead
788.63,10299.13,Dead
840.14,12756.29,Dead
964.06,9955.12,Dead
1159.38,357.01,Dead
891.56,12453.85,Dead
594.37,268.16,Dead
846.71,14032.05,Dead
673.78,1287.56,Dead
770.63,5730.32,Dead
789.37,287.88,Dead
680.24,9166.88,Dead
881.68,14822.59,Dead
870.02,13246.89,Dead
774.78,8714.09,Dead
802.43,11368.45,Dead
1910.64,636.52,Dead
868.78,12176.97,Dead
802.69,9006.6,Dead
779.61,11545.87,Dead
1036.88,360.6,Dead
844.98,13863.48,Dead
1228.72,322.38,Dead
801.36,10021.92,Dead
788.74,282.02,Dead
819.72,9120.35,Dead
775.31,292.89,Dead
794.99,10903.92,Dead
837.43,12951.36,Dead
726.47,7241.34,Dead
824.74,286.58,Dead
1106.63,14047.55,Dead
870.76,11028.73,Dead
676.06,278.48,Dead
639.09,3953.16,Dead
819.92,10199.55,Dead
929.64,12621.58,Dead
827.37,14189.38,Dead
781.2,9282.32,Dead
886.53,10092.43,Dead
723.71,293.45,Dead
944.8,9577.45,Dead
998.68,308.83,Dead
1434.59,388.86,Dead
1009.28,14627.29,Dead
999.47,324.44,Dead
1082.92,332.93,Dead
761.18,9149.76,Dead
879.84,12736.12,Dead
948.79,13864.34,Dead
1023.74,7180.64,Dead
852.95,9536.66,Dead
981.67,14597.93,Dead
787.23,10040.83,Dead
961.42,13700.44,Dead
864.06,14731.62,Dead
849.09,10464.16,Dead
760.44,5546.1,Dead
869.05,3884.94,Dead
823.37,7987.16,Dead
842.64,13359.2,Dead
960,14114.15,Dead
1014.42,10466.53,Dead
896.32,5931.3,Dead
812.96,292.64,Dead
1342.65,6042.1,Dead
871.06,11143.25,Dead
748.76,9306.91,Dead
804.51,10546.53,Dead
880.36,12658.51,Dead
865.42,14193.9,Dead
947.54,12952.08,Dead
1172.25,14718.61,Dead
694.31,3938.32,Dead
787.81,10537.76,Dead
731.01,9509.51,Dead
866.53,13699.23,Dead
946.88,8202.77,Dead
798.38,11671.27,Dead
964.22,13850.08,Dead
820.54,9785.8,Dead
915.2,13215.79,Dead
882.98,10195.01,Dead
888.72,12066.83,Dead
818.33,9279.87,Dead
729.23,8060.53,Dead
893.01,12968.17,Dead
665.04,285.69,Dead
855.6,13710.32,Dead
816.64,11764.85,Dead
875.85,9422.01,Dead
858.59,11772.6,Dead
931.97,13114.71,Dead
935.6,9643.22,Dead
1033.8,15758.72,Dead
765.04,9473.42,Dead
865.46,10722.7,Dead
1146.52,17204.6,Dead
921.28,13048.07,Dead
957.51,14372.86,Dead
944.87,14401.91,Dead
906.95,12388.98,Dead
879.77,12226.53,Dead
879.42,12986.82,Dead
975.13,13851.16,Dead
