Mean488,Mean560,Cell Status
1600.52,9497.34,Live
1762.66,456.7,Live
1318.56,574.69,Live
2306.77,399.05,Live
1312.03,390.07,Live
13996,454.16,Live
1247.64,770.08,Live
1114.22,1080.9,Live
17294.43,317.32,Live
1594.8,7852.31,Live
1547.89,2922.14,Live
13902.55,304.62,Live
12406.61,287,Live
2204.8,6222.32,Live
1482.91,5728.2,Live
12589.68,298.53,Live
1217.53,1314.57,Live
1192.9,3959.52,Live
13136.66,325.42,Live
10244,305.04,Live
4169.1,1025.44,Live
910.18,304.36,Live
5582.64,312.66,Live
7757.49,346.43,Live
11449.4,741.5,Live
1488.65,527.02,Live
1961.43,3305.36,Live
1290.98,5750.87,Live
10421.6,395.85,Live
1188.36,1098.95,Live
24435.84,302.47,Live
2100.53,391.32,Live
2687.99,8887.07,Live
941.39,320.97,Live
8636.31,316.73,Live
2258.36,464,Live
10861.51,306.95,Live
3895.79,371.56,Live
1001,337.41,Live
6092.41,660.8,Live
1382.36,5652.52,Live
1863.52,1038.36,Live
22125.17,353.31,Live
17609.56,3144.75,Live
2176.28,3824.13,Live
20328.04,308.39,Live
1718.73,1867.43,Live
2863.22,454.39,Live
16427.92,319.98,Live
1342.9,868.22,Live
930.61,309.39,Live
11664.54,332.79,Live
11753.64,300.42,Live
1153.86,393.56,Live
1312.97,997.01,Live
1320.96,481,Live
20127.76,324.47,Live
1405.55,883.14,Live
1797.77,565.76,Live
2212.34,1027.74,Live
17062.4,311.77,Live
1046.91,351.44,Live
1919.54,408.68,Live
1549.14,1184.42,Live
19301.66,312.96,Live
26472.98,331.75,Live
1310.12,1359.61,Live
13601.78,310.28,Live
1867.07,441.66,Live
16411.6,311.73,Live
13033.12,318.48,Live
19633.84,349.55,Live
18181.1,314.38,Live
1304.55,502.28,Live
15565.02,304.84,Live
1729.16,726.03,Live
12628.16,426.37,Live
1334.87,1488.09,Live
12452.63,314.76,Live
964.6,313.3,Live
1529.21,2884.35,Live
1451.39,2691.43,Live
9968.4,601.81,Live
1274.68,1559.74,Live
18792.26,347.63,Live
6646.96,448.64,Live
5525.69,418.04,Live
18709.56,306.02,Live
15727.86,395.83,Live
1559.7,2113.5,Live
1245.8,2580.16,Live
1667.85,4358.07,Live
1506.28,3701.94,Live
1167.84,382.64,Live
14909.27,303.46,Live
2250.84,423.48,Live
1737.15,440.25,Live
2049.68,1175.4,Live
15427.38,328.12,Live
964.79,319.08,Live
18467.56,323.85,Live
1841.95,3381.28,Live
2097.88,462.14,Live
13504.9,652.74,Live
1420.61,688.32,Live
17740.59,327.27,Live
16084.86,1397.36,Live
1427.65,1661.57,Live
1579.7,4458.44,Live
1048.83,1977.63,Live
6493.47,405.27,Live
1092.84,349.03,Live
14219.31,317.72,Live
1174.29,379.2,Live
1057.48,341.28,Live
1527.61,948.1,Live
1106.92,354.02,Live
1413.18,455.15,Live
1846.79,767.45,Live
20977.64,349.39,Live
1015.73,330.27,Live
1501.48,804.95,Live
18238.21,329.63,Live
1635.63,2003.93,Live
1718.5,8823.06,Live
1718.3,2092.43,Live
1151.18,397.88,Live
20815.29,345.36,Live
1825.96,8543.98,Live
3041.66,383.49,Live
25342.99,351.77,Live
1368.84,504.48,Live
1693.04,3833.96,Live
2915.33,7424.85,Live
1140.52,386.16,Live
1578.4,4089.06,Live
1378.9,2382.2,Live
1513.26,4618.54,Live
14221.2,308.24,Live
1306.2,884.92,Live
1619.23,623.49,Live
1415.59,4100.19,Live
1820.7,5971.79,Live
2021.73,462.18,Live
4569.87,626.51,Live
18280.12,312.68,Live
1392.73,8410.77,Live
27923.12,365.54,Live
13629.45,381.53,Live
6788.25,6724.47,Live
13771.3,321.61,Live
2482.48,381.99,Live
3038.91,2120.71,Live
1541.67,675.28,Live
1687.28,622.86,Live
24061.76,364.13,Live
1281.26,406.81,Live
1706.06,387.48,Live
2377.66,8222.34,Live
1971.77,9280.52,Live
1401.31,1242.61,Live
1629.36,525.14,Live
4469.98,665.51,Live
1199.23,687.23,Live
24538.64,367.73,Live
12933.96,348.26,Live
11541.98,319.35,Live
1424.45,4152.52,Live
1173.44,373.48,Live
2186.03,1652.85,Live
1046.14,326.69,Live
14575.82,308,Live
1647.19,464.56,Live
2168.91,469.21,Live
25609.58,428.08,Live
9987.16,1073.62,Live
12299.83,327.8,Live
16292.71,315.44,Live
3557.13,3204.04,Live
1729.15,1329.48,Live
3139.47,1682.78,Live
15756.29,387.6,Live
1720.53,2444.81,Live
1927.96,1178.01,Live
8032.93,356.4,Live
1158.48,375.56,Live
20440.24,334.32,Live
12273.9,325.95,Live
19966.2,333.02,Live
1529.31,682.55,Live
2181.83,1171.84,Live
1584.44,1797.98,Live
1429.96,458.92,Live
1375.6,1073.93,Live
16277.66,363.79,Live
1509.64,774.77,Live
13143.88,425.63,Live
16842.87,323.87,Live
2064.4,1759.36,Live
1998.79,2385.52,Live
1407.61,480.64,Live
12047.2,354.4,Live
1483.4,586.09,Live
1379.43,835.39,Live
1933.99,381.37,Live
1284.42,471.37,Live
7698.8,326.82,Live
1906.57,1627.08,Live
1639.61,2657.3,Live
2362.24,13219.24,Live
10553.72,305.35,Live
20109.31,374.5,Live
1192.77,10831.23,Live
1603.2,501.09,Live
2255.02,328.32,Live
13083.36,326.04,Live
1587.54,714.06,Live
1473.77,594.68,Live
9163.43,944.29,Live
1803.94,1905.84,Live
11934.78,362.97,Live
15018.53,1119.38,Live
17956.91,331.01,Live
1523.68,4074.72,Live
15840.53,436.19,Live
23088.73,331.06,Live
1536.48,2094.61,Live
1400.74,1079.93,Live
14218.27,329.99,Live
1493.1,1020.38,Live
16677.12,341.61,Live
11242.6,327.48,Live
1305.41,2371,Live
19855.53,330.41,Live
1441.95,1459.3,Live
14334.44,311.47,Live
23623.49,363.12,Live
1579.05,524.94,Live
1979.31,3525.01,Live
22112.99,336.49,Live
1347.85,1340.35,Live
1357.48,5517.13,Live
21920.84,410.29,Live
1075.51,426.54,Live
9841.97,340.29,Live
3285.4,470.91,Live
20969.57,349.22,Live
983.37,303.02,Live
1833.44,750.76,Live
1452.35,3589.91,Live
17084.56,315.45,Live
1483.79,467.33,Live
18099.01,324.41,Live
1703.26,6867.86,Live
2542.19,406.99,Live
14994.17,326.01,Live
18173.13,425.67,Live
2891.84,3514.88,Live
1028.73,320.55,Live
1388,1422.95,Live
1094.15,1900.36,Live
21866.24,329.58,Live
2101.23,5792.62,Live
1555.81,1505.84,Live
10617.7,475.05,Live
4069.95,645.44,Live
1605,2438.52,Live
1534.86,5482.05,Live
1458.28,2321.69,Live
2561.05,485.81,Live
12680.37,320.16,Live
2516.7,1245.83,Live
14510.55,325.4,Live
14086.4,413.24,Live
13294.99,303.39,Live
1511.5,1199.08,Live
1595.26,1453.97,Live
1692.37,484.85,Live
2856.59,1100.18,Live
1236.34,389.95,Live
1205.36,391.8,Live
1990.11,1022.29,Live
20364.48,310.99,Live
1862.49,633.95,Live
13353.9,314.28,Live
1347.51,412.52,Live
11528.14,358.16,Live
1516.21,2344.92,Live
12111.41,299.26,Live
14519.72,311.52,Live
2489.64,4427.54,Live
1685.26,1032.95,Live
11632.81,304.91,Live
1196.2,375.62,Live
1695.35,1408.63,Live
7918.55,345.96,Live
2320.16,5722.12,Live
3042.5,11741.07,Live
18229.72,331.58,Live
12607.27,328.11,Live
8155.16,426.36,Live
1252.36,3520.68,Live
24438.21,307.93,Live
1564.12,3083.44,Live
1577.27,4371.51,Live
3602.83,7629.4,Live
1309.92,5083.2,Live
11460.61,726.24,Live
1214.18,387.92,Live
1984.55,5592.75,Live
1726.42,796.61,Live
15916.89,331.25,Live
1586.74,2358.24,Live
2245.05,381.36,Live
1706.22,366.25,Live
2601.93,591.04,Live
12244.07,302,Live
1377.85,424.08,Live
13959.58,276.41,Live
24722.58,327.68,Live
1882.81,451.75,Live
5334.7,308.12,Live
986.1,290.11,Live
10923.72,318.57,Live
1173.62,372.69,Live
10248.48,268.45,Live
1193.28,606.3,Live
1006.71,331.48,Live
10202.04,279.97,Live
1218.84,672.6,Live
804.76,556.37,Live
1255.28,1844,Live
1596.17,1937.99,Live
1319.91,305.19,Live
10931.07,344.21,Live
917.49,1521.08,Live
10650.49,267.02,Live
16438.27,278.04,Live
1001.79,468.96,Live
742.53,400.4,Live
1231.15,745.34,Live
17484.36,297.2,Live
1620.28,1811.25,Live
20475.58,274.04,Live
4140.17,351.51,Live
8050.46,929.48,Live
11043.89,258.45,Live
23688.03,324.07,Live
1171.65,3059.94,Live
1623.96,398.25,Live
861.81,303.41,Live
2606.93,4336.37,Live
2338.4,3811.62,Live
1130.08,647.46,Live
1384.3,820.41,Live
12744.16,279.92,Live
1032.85,389.14,Live
2534.67,632.71,Live
986.42,612.32,Live
799.92,891.37,Live
939.14,317.67,Live
1293.6,293.32,Live
1289.74,1476.91,Live
1158.76,329.39,Live
1191.14,466.72,Live
1608.89,3001.53,Live
959.6,578.54,Live
2361.42,5408.01,Live
1101.29,297.91,Live
2051.45,950.28,Live
1689.28,1678.46,Live
1039.07,1309.3,Live
1196.51,319.04,Live
2521.36,343.33,Live
3144.32,350.99,Live
7876.13,289.72,Live
12386.16,283.42,Live
11636.69,279.64,Live
1218.39,4485.57,Live
834.28,4609.13,Live
986.15,351.11,Live
1020.28,329.49,Live
1003.37,469.14,Live
1083.33,284.92,Live
11324.88,270.82,Live
868.82,310.54,Live
6919.56,294.79,Live
952.84,470.35,Live
1320.99,9278.84,Live
15265.83,313.39,Live
1345.29,1679.6,Live
1070.71,1132.76,Live
1551.52,2588.64,Live
13373.86,265.7,Live
9043.76,280.04,Live
1027.67,343.43,Live
1200.55,311.48,Live
4613.33,1198.19,Live
986.72,394.1,Live
1924.81,443.08,Live
9984.55,272.71,Live
4621.82,283.07,Live
1252.53,1243.71,Live
1879.72,445.68,Live
5115.62,459.88,Live
984.68,326.63,Live
857.87,293.73,Live
11655.8,269.95,Live
3208.61,2442.72,Live
1228.56,827.94,Live
1190.75,394.84,Live
1050.59,561.44,Live
1888.32,459.2,Live
9331.38,268.68,Live
1042.49,370.95,Live
1036.79,482.28,Live
17530.29,312.74,Live
863.4,295.19,Live
18448.69,387.19,Live
2074.81,2939.84,Live
14692,269.64,Live
1126.59,1903.22,Live
1096.86,1110.26,Live
1342.76,373.13,Live
10245.37,333.93,Live
1574.13,1957,Live
1261.03,1557.39,Live
1266.09,463.11,Live
1327.96,439.08,Live
1048.31,340.9,Live
2102.28,1984.9,Live
1401.55,390.83,Live
1177.22,457.26,Live
1318.93,1334.58,Live
7083.63,355.04,Live
947.86,309.69,Live
15130.2,293.12,Live
1878.56,5532.36,Live
1262.24,403.19,Live
1405.39,605.18,Live
994.14,319.05,Live
919.57,308.44,Live
13545.18,305.2,Live
1626.18,515.71,Live
17849.74,450.4,Live
1518.64,754.8,Live
1014.84,602.64,Live
1186.72,467.42,Live
1992.2,4133.08,Live
1228.28,2698.74,Live
12636.31,285.92,Live
2149.64,4136.7,Live
3299.93,1308.62,Live
967.06,304.93,Live
1697.75,4937.67,Live
912,288.22,Live
1170.54,575.24,Live
10399.36,285.53,Live
1320.2,433.01,Live
16059.86,281.99,Live
2753.09,4283.36,Live
1620.13,1515.87,Live
1160.71,368.73,Live
1327.16,929.3,Live
1401.24,424.73,Live
1444.24,2337.8,Live
26066.4,343.63,Live
1746.51,3163.61,Live
1512.19,1618.98,Live
1090.17,393.4,Live
13012.07,292.6,Live
20729.59,294.58,Live
15175.94,301.99,Live
4721.06,413.58,Live
17629.82,294.5,Live
1758.9,547.66,Live
1238.12,526.64,Live
11741.67,289.21,Live
1044.28,320.08,Live
10808.73,287.12,Live
1546.16,327.09,Live
1242.72,326.3,Live
11582.93,307.48,Live
1726.68,530.89,Live
1836.51,380.12,Live
2100.28,3426.6,Live
9856.76,1478.37,Live
12853.28,302.17,Live
1061.58,352.52,Live
1150.74,333.54,Live
9394.78,632.4,Live
1251.42,679.68,Live
1357.01,363.48,Live
1857.89,473,Live
20841.33,313.8,Live
10020.74,302.06,Live
14371.14,342.08,Live
1402.22,414.15,Live
10656.84,300.17,Live
2495.44,445.34,Live
20247.32,299.12,Live
999,303.42,Live
3687.82,354.19,Live
16193.55,297.78,Live
1916.16,680.59,Live
1281.36,969.02,Live
2243.9,492.29,Live
22216.64,305.28,Live
1330.74,1062,Live
1595.54,700.5,Live
1586.27,5837.4,Live
1504.47,2616.05,Live
1579.83,3565.92,Live
1100.78,2985.47,Live
3520.62,450.09,Live
15918.33,283.41,Live
15345.66,320.46,Live
6505.43,300.4,Live
1446.62,780.04,Live
1362.86,855.64,Live
1406.96,2887.46,Live
5011.01,345.01,Live
17305.74,306.68,Live
2484.41,402.41,Live
1169.19,1889.79,Live
1497.41,1000.79,Live
1209.64,3923.75,Live
7945.31,295.97,Live
2959.49,3469.18,Live
17743.25,327.8,Live
1046.44,327.92,Live
1455.28,342.6,Live
32979.8,418.76,Live
4623.62,387.18,Live
1552.81,3762.64,Live
2442.41,802.29,Live
15567.34,298.95,Live
11528.17,357.91,Live
1285.37,423.15,Live
4897.58,799.57,Live
1295.53,410.21,Live
19023.72,299,Live
25860.75,322.22,Live
15819.08,352.26,Live
1288.84,439.84,Live
2076.49,6500.24,Live
13763.49,300.84,Live
14928.21,303.75,Live
27346.7,338.7,Live
1801.57,336.78,Live
1652.53,1701.35,Live
10677.08,337.52,Live
3739.85,733.58,Live
1830.02,7688.8,Live
3026.49,626.73,Live
1593.74,2202.77,Live
1278.24,393.96,Live
15654.79,333.72,Live
1454.1,511.87,Live
9056.64,290.96,Live
14271.97,362.91,Live
1494.27,645.48,Live
14950.24,311.84,Live
11712.74,296.13,Live
1457.64,8387.88,Live
45390.67,816.4,Live
1313.36,423.48,Live
14407.99,318.04,Live
1284.74,397.72,Live
1566.45,5771.35,Live
2308.4,400.19,Live
20478.97,300.8,Live
1986.31,648.36,Live
5682.12,4322.65,Live
2087.1,1793.36,Live
11654.08,305.05,Live
9219.3,344.93,Live
1222.45,650.48,Live
1446.62,437.44,Live
7087.47,304.84,Live
1183.74,375.15,Live
2958.97,422.24,Live
1176.14,372.48,Live
3090.37,9696.79,Live
1065.44,339.78,Live
2002.66,384.41,Live
1625.7,1586.6,Live
15684.12,316.5,Live
1069.58,327.24,Live
2149.65,581.61,Live
1137.83,334.47,Live
2395.01,484.42,Live
12730.59,498.55,Live
14917.84,301.15,Live
1498.8,2657.11,Live
1008.48,411.68,Live
1227.35,6258.94,Live
16430.4,337,Live
2034.12,8008.13,Live
1189.76,1559.16,Live
1964.29,8250.94,Live
5160.84,354.3,Live
10846.79,455.12,Live
13170.58,335,Live
1863.1,2273.19,Live
19589.37,314.81,Live
1611.67,478.95,Live
2537.34,3133.32,Live
9185.04,399.19,Live
20543.3,304.61,Live
9888.02,661.52,Live
15903.49,308.19,Live
2382.39,882.05,Live
3089.36,1624.25,Live
2024.2,547.29,Live
27944.55,347.08,Live
1740.92,2557.78,Live
1431.76,431.77,Live
1594.91,1028.97,Live
15837.47,321,Live
1183.06,470.55,Live
1388.18,2708.17,Live
21847.94,309.86,Live
1139.7,1755.95,Live
1444.75,491.2,Live
1253.26,430.79,Live
1643.43,434.61,Live
9323.58,332.87,Live
17824.35,345.81,Live
3635.34,1350.37,Live
2467.84,7354.17,Live
1502.01,504.91,Live
1568.46,1538.65,Live
1108.1,331.92,Live
1288.71,391.8,Live
1583.87,1255.43,Live
1432.48,474.08,Live
1410.72,4068.81,Live
15428.32,318.11,Live
2744.63,4183.92,Live
17774.63,363.9,Live
1543.62,349.68,Live
17831.41,369.07,Live
21490.03,406.76,Live
18673.7,324.54,Live
6804.82,471.18,Live
1568.17,556.07,Live
13019.32,2961.53,Live
1398.96,404.53,Live
1534.03,1499.77,Live
1107.04,349.16,Live
21670.02,363.6,Live
1541.82,521.36,Live
1936.23,3263.19,Live
1093.71,311.36,Live
13437.99,312.17,Live
1535.24,472.25,Live
1655.38,3196.16,Live
11788.26,316.17,Live
1442.53,412.03,Live
1110.72,349.12,Live
16640.04,320.06,Live
13818.1,306.64,Live
1611.04,2292.49,Live
17340.53,311.8,Live
10753.6,327.31,Live
2327.53,5635.2,Live
24950.87,331.02,Live
1593.13,1729.91,Live
16251.9,349.96,Live
19929.92,307.46,Live
3079.94,399.96,Live
1524.04,749.4,Live
11664.33,299.52,Live
1882.48,2178.36,Live
1460.32,3299.51,Live
26775.09,370.19,Live
15827.07,462,Live
19920.35,322.31,Live
1374.55,6593.61,Live
1462.9,420.93,Live
17597.4,329.31,Live
1639.03,449.91,Live
18618.6,327.29,Live
1220.23,551.48,Live
4037.73,6219.79,Live
20522.74,323.82,Live
1500.59,3377.45,Live
1614.99,1606.86,Live
1770.64,495.4,Live
1183.98,372.82,Live
15936.93,329.58,Live
1235.44,343.34,Live
1488.69,3326.42,Live
1590.34,458.98,Live
1140.05,337.05,Live
14263.63,308.84,Live
2217.64,2501.22,Live
1518.88,614.32,Live
3042.52,780.06,Live
3665.64,527.61,Live
15920.63,304.7,Live
3609.04,5013.97,Live
18261.56,305.87,Live
2327.25,841.44,Live
2118.55,1180.69,Live
15845.03,302.53,Live
14104.54,327.93,Live
1623.64,3393.25,Live
3365.79,1947.08,Live
2706.6,659.1,Live
13309.13,320.5,Live
2236.35,7830.57,Live
2009.51,7401.57,Live
23045.66,317.56,Live
2519.71,806.38,Live
1331.02,358.26,Live
1574.93,2051,Live
14855.68,297.64,Live
1743.86,1136.37,Live
2352.92,507.91,Live
1626.82,1141.86,Live
1109.26,303.66,Live
24508.76,328.31,Live
1338.48,483.05,Live
1675.65,1070.13,Live
15071.1,312.48,Live
9263.08,600.06,Live
1159.2,316.65,Live
1360.59,366.46,Live
1766.35,459.75,Live
2276.92,4361.42,Live
1290.21,3181.62,Live
2122.26,2519.2,Live
2171.78,4382.41,Live
19526,1095.35,Live
10908.89,305.21,Live
2501.47,1570.19,Live
10243.24,329.6,Live
2384.05,1720.33,Live
1809.82,369.73,Live
1277.97,672.25,Live
22621.95,319.81,Live
29304.89,388.83,Live
2133.2,1846.11,Live
6641.24,352.57,Live
2762.96,545.52,Live
32318.05,418.39,Live
2034.87,370.49,Live
15735.48,298.98,Live
42319.68,381.89,Live
15327.63,312.15,Live
21427.31,341.55,Live
2740,1989.15,Live
1480.27,442.64,Live
3914.38,392.08,Live
1362.94,420.76,Live
1923.4,3789.91,Live
4432.84,301.23,Live
21491.33,479.13,Live
16211.77,527.16,Live
1312.01,363.83,Live
1117.23,328.26,Live
3707.27,10524.49,Live
9056.51,408.91,Live
2202.92,902.96,Live
1349.96,2025.29,Live
1529.24,409.69,Live
12956.17,306.13,Live
18045.75,321.26,Live
1242.61,322,Live
24312.01,321.71,Live
12498.76,298.09,Live
1264.7,338.88,Live
13945.29,302.32,Live
1583.32,2516.08,Live
21351.22,333.68,Live
3278.93,381.8,Live
1438.87,330.22,Live
1680.99,785.83,Live
5680.3,414.06,Live
1619.1,1687.85,Live
1697.16,754.1,Live
17680,299.68,Live
21160.11,307.86,Live
1200.56,317.9,Live
1447.66,869.18,Live
6084.98,3631.07,Live
13813.65,300.93,Live
14689.28,296.06,Live
1407.72,1507.16,Live
1221.13,334.73,Live
1637.17,591.22,Live
16264.52,286.35,Live
1772.52,405.52,Live
1347.99,6878.09,Live
1190.81,318.04,Live
2099.04,709.04,Live
19529.51,295.52,Live
16793.96,303.74,Live
1501.81,1678.88,Live
2126.96,2002.94,Live
23291.59,350.56,Live
1466.93,293.08,Live
1269.29,344.83,Live
1366.92,458.65,Live
2157.76,2230.28,Live
1651.05,1121.03,Live
1140.94,301.48,Live
2314.36,419.95,Live
7611.89,456.15,Live
1166.6,2485.84,Live
1432.12,2302.78,Live
2037.64,2508.01,Live
18054.6,306.88,Live
8930.5,315.77,Live
3491.88,2469.15,Live
1368.85,645.31,Live
2991.59,4523.08,Live
3357.41,284.78,Live
15171.84,258.78,Live
10881.66,263.4,Live
10262.78,283.85,Live
1499.66,3211.28,Live
1160.42,1004.91,Live
944.4,505.5,Live
1587.32,6210.82,Live
1744.78,322.4,Live
1126.58,618.88,Live
1057.96,5187.69,Live
13385.03,257.56,Live
787.1,401.11,Live
1000.71,310.54,Live
13397.13,254.76,Live
6526.08,920.48,Live
1165.12,1204.14,Live
1239.77,5853.94,Live
990.26,522.5,Live
10827.96,256.29,Live
1661.01,1593.5,Live
1025.55,333.37,Live
877.79,1180.41,Live
11154.76,258.68,Live
902.5,2219,Live
707.75,3272.12,Live
5694,247.48,Live
12435.69,260.76,Live
639.72,258.75,Live
7464.39,270.6,Live
828.01,333.8,Live
7949.32,243.42,Live
9474.06,252.68,Live
894.94,413.97,Live
1214.04,362.02,Live
1097.56,365.68,Live
1005.47,1824.08,Live
12635.07,266,Live
1078.91,3027.09,Live
760.42,308.12,Live
10945.59,260.12,Live
1879.87,2944.67,Live
6538,310.14,Live
876.68,1766.4,Live
1010.77,371.83,Live
955.72,308.76,Live
911.88,357.01,Live
13121.58,275.53,Live
9895.13,252.34,Live
13077.26,280.74,Live
884.91,561.13,Live
8657.04,271.91,Live
16872.79,269.44,Live
1058.16,2962.97,Live
813.62,336.43,Live
867.72,376.08,Live
1234.59,1962.53,Live
872.19,354.84,Live
13532.71,256.92,Live
823.45,2012.27,Live
881.56,526.68,Live
1060.25,434.96,Live
19025.85,300.1,Live
917.98,430.15,Live
12344.56,264.91,Live
13237.3,273.66,Live
1029.68,1510.96,Live
1213.63,326.32,Live
914.04,655.79,Live
1130.69,359.58,Live
2050.68,2854.62,Live
712.51,287.8,Live
958.73,567.01,Live
4752.52,482.82,Live
9840.06,258.46,Live
1200.35,1316.82,Live
4606.15,287.96,Live
1335.29,3506.52,Live
5049.06,267.63,Live
8589.61,276.27,Live
1400.64,291.11,Live
14315.92,284.45,Live
12082.45,315.87,Live
1367.42,2213.66,Live
11732.69,297.88,Live
15936.84,280.82,Live
970.41,359.04,Live
12050.48,268.4,Live
1228.72,355.12,Live
1065.58,343.13,Live
1401.4,3413.09,Live
13475.25,597.77,Live
9887.1,273.42,Live
1052.01,632.01,Live
1305.13,429.37,Live
1176.59,460.91,Live
14509.33,288.01,Live
3988.21,1252.41,Live
16596.27,333.88,Live
10165.78,259.84,Live
1127.81,693.44,Live
10925.28,291.52,Live
10742.15,274.77,Live
1246.36,464.39,Live
9353.48,261.47,Live
6004.88,1194.35,Live
1647.89,7675.53,Live
11136.75,262.05,Live
11299.56,286.34,Live
11932.77,303.95,Live
809.68,5312.65,Live
10971.45,266.41,Live
12050.11,285.48,Live
14015.46,267.6,Live
936.54,3199.23,Live
1593.37,1300.58,Live
13106.53,436.04,Live
3775.35,370.61,Live
763.21,281.45,Live
1229.79,1449.95,Live
980.17,406.9,Live
8118.35,507.17,Live
851.84,428.76,Live
1054.66,643.47,Live
917.7,688.79,Live
12309.28,478.35,Live
9934.35,255,Live
9507.01,270.62,Live
12956.13,293.92,Live
1477.3,4410.32,Live
12935.8,263.46,Live
16946.92,297.96,Live
1004.76,362.21,Live
1631.96,320.58,Live
8655.93,304.35,Live
12387.1,280.19,Live
8754.36,279.2,Live
1023.36,1654.81,Live
1341.48,565.51,Live
1013.84,361.51,Live
18513.22,269.99,Live
1075.74,4699.73,Live
3019.05,1573.65,Live
1947.4,1168.59,Live
6512.42,296.58,Live
13954.33,297.07,Live
10199.92,263.92,Live
1229.74,377.91,Live
896.44,339.11,Live
12799.79,271.06,Live
13514.3,281.22,Live
16852.16,283.04,Live
1876.83,859.15,Live
13384.98,277.25,Live
1913.24,395.47,Live
958.91,420.13,Live
1812.46,3664.31,Live
911.72,331.65,Live
965.38,660.02,Live
1216.34,2137.63,Live
12017.89,285.32,Live
1006.04,3329.52,Live
1024.54,580.97,Live
17200.87,288.07,Live
1301.64,1099.54,Live
1178.07,3497.06,Live
11794.04,291.11,Live
1249.16,5361.96,Live
870.7,298.16,Live
15377.7,277.8,Live
940.65,634.01,Live
9800.17,296.35,Live
899.68,336.1,Live
1044.65,476.91,Live
1038.86,397.7,Live
2395.6,391.72,Live
1334.91,1000.88,Live
1556.87,1307.81,Live
1001.99,370.09,Live
923.23,2707.42,Live
10830.76,296.79,Live
6657.31,1315.49,Live
1156.69,2372.16,Live
18902.33,310.12,Live
11610.92,284.59,Live
17574.79,301.56,Live
10492.6,515.07,Live
12818.86,330.2,Live
1289.96,1394.98,Live
1248.76,1064.81,Live
1477.52,4154.23,Live
1130.25,355.62,Live
10613.02,295.61,Live
18403.3,291.06,Live
18757.25,330.89,Live
7253.32,293.98,Live
1175.27,679.12,Live
1224.23,447.37,Live
15012.46,302.82,Live
14694.66,299.67,Live
17233.56,296.11,Live
1104.6,1253.27,Live
1116.24,501.04,Live
12975.33,294.03,Live
1539.16,1037.39,Live
17352.72,296.01,Live
15080.47,288.2,Live
13365.1,283.87,Live
1234.48,1152.82,Live
15101.91,293.48,Live
2629.64,371.55,Live
15897.42,293.68,Live
1738.04,5137.07,Live
11654.58,380.41,Live
17172.7,300.83,Live
1450.08,781.9,Live
18307.28,291.2,Live
17516.44,315.52,Live
1406.66,6498.91,Live
1675.28,2261.53,Live
1095.61,398.71,Live
1617.82,908.64,Live
937.93,451.6,Live
1075.54,364.3,Live
1140.76,584.01,Live
11512.13,292.76,Live
1564.7,440.08,Live
8855.88,295.39,Live
933.63,345.97,Live
868.06,326.77,Live
6681.97,302.12,Live
12526.24,426.27,Live
1228.46,2295.76,Live
1540.96,512.2,Live
16958.29,287.49,Live
14974.72,1057,Live
18360.72,299.22,Live
1162.16,1973.4,Live
17755.49,1395.4,Live
1004.72,4564.37,Live
1534.16,662.06,Live
1080.25,438.33,Live
1065.34,556.91,Live
1246.12,521.97,Live
1139.46,410.42,Live
1065.56,397.63,Live
3423.3,2616.04,Live
2215.1,941.72,Live
1176.95,518.56,Live
17643.65,307.97,Live
15485.47,312.13,Live
1565.24,528.8,Live
7958.58,311.76,Live
1107.55,1528.44,Live
11929.23,287.64,Live
14473.92,368.66,Live
13539.7,298.15,Live
1731.33,944.29,Live
14756.84,329.15,Live
1334.23,478.12,Live
17094.67,316.87,Live
1147.79,401.57,Live
16090.87,296.76,Live
17533.11,323.43,Live
1839.28,3354.04,Live
15036.63,291.31,Live
1293.38,4407.34,Live
2665.24,373.32,Live
1510.94,911.08,Live
16211.11,318.57,Live
1257.98,568.12,Live
16226.56,336.74,Live
13821.19,304.28,Live
21099.79,323.23,Live
1376.24,2110.8,Live
1357.38,425.49,Live
1577.3,601.92,Live
990.29,347.24,Live
1817.44,3532.61,Live
13069.08,291.48,Live
1309.42,457.46,Live
1385.96,850.09,Live
5638.99,5908.33,Live
21554.22,316.27,Live
1269.73,456.51,Live
1222.16,992.35,Live
12178.49,302.93,Live
18151.17,300.58,Live
10198.2,469.43,Live
1344.66,1463.44,Live
1223.01,436.08,Live
1871.99,346.62,Live
14305.41,330.22,Live
17255.62,326.08,Live
14087.91,304.64,Live
21849.23,337.17,Live
19640.02,329.33,Live
1251.52,2629.76,Live
12884.73,319.83,Live
20831.5,318.61,Live
1003.64,463.21,Live
14426.53,313.55,Live
1001.4,361.34,Live
16301.32,306.12,Live
1368.5,3517.25,Live
2682.32,402.08,Live
2695.61,3416.93,Live
1296.74,564.95,Live
1807.6,506.02,Live
15919.95,328.66,Live
10994.09,349.76,Live
4009.07,394.56,Live
20477.25,374.99,Live
22287,323,Live
1596.09,788.72,Live
16674.56,318.89,Live
1986.11,431.5,Live
17522.06,324.65,Live
1987.46,594.48,Live
31199.76,360.93,Live
1982.56,979.59,Live
15902.81,318.64,Live
15335.57,319.91,Live
1472.08,10214.06,Live
16713.36,326.89,Live
1880.76,770.58,Live
1579.21,656.89,Live
2473.23,4041.21,Live
1392.36,370.16,Live
18279.36,328.76,Live
16962.18,359.14,Live
22209.47,294.34,Live
